job_role,seniority_level,years_experience,years_at_company,company_size,industry,work_mode,salary_usd,work_hours_per_week,meetings_per_day,team_size,sleep_hours_per_night,exercise_days_per_week,vacation_days_taken,therapy_access,uses_therapy,ai_tools_daily,manager_support_score,work_life_balance_score,job_satisfaction_score,social_support_score,deadline_pressure_score,autonomy_score
Software Engineer,Mid,18,3.1,Mid (201-1000),E-commerce,On-site,58992,55,2.6,11,3.2,5,15,0,0,1,4.7,6.3,3.6,7.1,9.9,6.3
ML Engineer,Senior,0,7.8,Large (1001-5000),Fintech,Hybrid,151812,46,1.3,25,5.4,4,8,1,1,1,4.6,7.2,6.8,4.1,7.8,7.8
Frontend Developer,Junior,6,3.8,Mid (201-1000),Fintech,Hybrid,60981,35,2.6,9,5.3,4,7,1,0,0,8.8,6.0,5.2,6.8,5.9,6.5
ML Engineer,Lead,8,6.1,Enterprise (5000+),Cybersecurity,Remote,162885,53,5.8,58,6.5,5,20,1,0,0,6.1,8.4,4.5,5.6,3.8,4.6
QA Engineer,Senior,16,0.3,Startup (1-50),Fintech,On-site,62962,39,6.9,4,8.6,4,0,1,1,0,4.7,5.8,5.6,4.6,4.5,2.6
DevOps Engineer,Senior,12,2.0,Startup (1-50),E-commerce,Remote,40000,44,3.6,8,5.1,1,20,1,1,1,5.0,3.6,6.5,7.0,6.0,8.6
Full Stack Developer,Principal,20,1.3,Startup (1-50),Cybersecurity,Hybrid,110480,57,2.4,7,5.9,4,7,0,0,1,8.6,6.9,5.6,6.6,9.9,4.3
DevOps Engineer,Mid,9,6.4,Small (51-200),SaaS / Cloud,Hybrid,63745,52,6.1,13,4.8,2,8,1,1,1,3.3,5.6,3.9,4.0,4.6,2.8
Frontend Developer,Manager,14,1.3,Enterprise (5000+),Social Media / AdTech,On-site,40000,58,5.0,52,7.1,5,11,0,0,1,6.7,6.3,4.5,9.4,6.8,6.9
Software Engineer,Mid,20,3.8,Large (1001-5000),SaaS / Cloud,On-site,103586,42,2.6,11,6.8,2,21,0,0,1,2.3,3.9,4.4,8.5,6.5,3.2
Product Manager,Lead,8,1.5,Small (51-200),AI / ML Startup,On-site,42956,41,6.3,20,6.4,4,12,0,0,0,6.8,6.6,3.3,6.6,8.8,4.4
Frontend Developer,Lead,6,6.2,Startup (1-50),AI / ML Startup,On-site,104041,51,5.0,7,5.3,5,17,0,0,1,6.5,6.5,6.9,7.3,9.0,2.2
Cloud Engineer,Lead,1,0.6,Small (51-200),Cybersecurity,Remote,147296,44,6.7,18,7.1,5,11,0,0,1,8.1,5.3,6.2,3.4,8.4,8.0
ML Engineer,Senior,10,2.4,Mid (201-1000),E-commerce,Remote,40000,41,3.2,17,6.4,2,5,1,0,1,1.0,2.4,2.1,3.4,6.1,5.2
Backend Developer,Senior,17,3.2,Enterprise (5000+),Healthcare Tech,Hybrid,88477,37,1.2,20,6.7,5,14,1,0,1,5.6,7.8,4.5,9.6,6.3,5.2
Backend Developer,Manager,9,4.5,Mid (201-1000),Cybersecurity,Hybrid,127999,56,7.4,28,6.9,4,0,1,1,1,7.8,7.7,1.7,4.7,6.3,5.5
Backend Developer,Senior,1,4.8,Mid (201-1000),Fintech,Hybrid,85324,45,3.0,28,5.0,5,7,0,0,0,4.1,4.1,3.8,6.0,7.6,6.0
Data Scientist,Manager,10,4.2,Mid (201-1000),SaaS / Cloud,Remote,118334,50,4.2,25,8.0,1,15,1,0,1,7.6,4.5,6.9,4.8,5.8,5.8
ML Engineer,Junior,25,3.3,Startup (1-50),Cybersecurity,On-site,40000,43,4.1,4,6.1,3,16,0,0,0,4.8,2.8,1.0,6.4,5.9,6.2
ML Engineer,Lead,10,7.9,Large (1001-5000),Gaming,Remote,121536,40,8.8,27,4.1,3,19,1,0,0,7.4,6.8,5.3,3.2,6.2,4.2
Product Manager,Mid,11,2.5,Enterprise (5000+),E-commerce,Hybrid,90109,60,1.2,22,5.3,0,4,0,0,0,2.5,8.9,1.4,6.7,5.9,5.0
Software Engineer,Principal,20,4.7,Startup (1-50),Fintech,On-site,113837,45,3.1,4,6.8,1,19,0,0,1,9.2,4.5,6.9,7.5,5.9,4.3
Software Engineer,Principal,9,0.4,Small (51-200),Fintech,Remote,170959,41,3.0,9,6.4,2,1,0,0,0,7.4,7.8,8.6,4.4,7.6,6.3
Frontend Developer,Mid,0,1.0,Startup (1-50),SaaS / Cloud,Remote,77697,54,6.3,8,6.4,4,18,1,0,0,5.0,6.7,5.4,8.0,5.5,4.8
Product Manager,Senior,0,0.8,Mid (201-1000),Fintech,Remote,105540,48,2.7,16,5.3,2,19,1,0,1,7.0,4.0,7.6,2.0,6.6,5.1
Frontend Developer,Mid,7,4.5,Enterprise (5000+),E-commerce,On-site,40000,54,2.2,56,6.2,3,4,1,1,0,5.5,3.7,4.1,9.2,6.0,5.5
Data Analyst,Junior,1,4.1,Large (1001-5000),Social Media / AdTech,Hybrid,40000,38,2.7,5,4.0,2,16,0,0,0,4.5,6.5,3.3,7.3,5.8,5.3
Software Engineer,Mid,10,1.9,Mid (201-1000),Fintech,Hybrid,73451,57,3.2,26,5.7,2,16,0,0,1,7.7,7.6,5.6,3.4,8.5,4.5
Frontend Developer,Mid,19,0.1,Small (51-200),Fintech,Hybrid,72283,61,3.5,26,4.9,1,10,0,0,1,8.7,7.2,4.2,2.6,4.7,5.8
Product Manager,Senior,7,3.7,Large (1001-5000),Consulting,Remote,44354,55,1.7,24,6.6,0,15,1,0,1,3.7,3.4,3.0,4.0,6.9,5.2
Software Engineer,Lead,0,2.0,Mid (201-1000),Consulting,Remote,104976,45,5.0,16,6.4,4,3,1,0,1,4.7,4.8,4.1,1.6,5.4,5.0
DevOps Engineer,Mid,18,3.1,Small (51-200),Healthcare Tech,Hybrid,99716,49,3.6,8,5.0,7,12,0,0,1,4.4,4.5,3.7,7.1,7.8,7.2
Data Analyst,Senior,17,8.1,Large (1001-5000),Healthcare Tech,Hybrid,76539,47,6.8,8,6.8,4,15,0,0,0,8.8,6.1,9.1,7.1,3.9,3.7
Software Engineer,Senior,11,0.5,Startup (1-50),Cybersecurity,Hybrid,83425,44,3.7,2,7.4,0,13,0,0,1,5.9,6.4,1.0,2.3,6.3,6.5
Backend Developer,Mid,11,4.4,Startup (1-50),AI / ML Startup,Hybrid,83107,42,4.1,2,5.0,5,16,0,0,1,4.7,6.4,6.9,4.9,6.0,1.6
Backend Developer,Senior,2,1.6,Large (1001-5000),SaaS / Cloud,Hybrid,118898,55,4.3,21,6.1,2,18,0,0,1,3.0,4.6,5.4,5.8,6.4,1.4
Data Analyst,Mid,7,2.8,Mid (201-1000),SaaS / Cloud,Hybrid,67380,48,5.6,11,6.7,3,21,0,0,1,4.2,4.4,3.3,7.5,5.4,6.2
DevOps Engineer,Mid,4,1.9,Enterprise (5000+),AI / ML Startup,Remote,124761,53,4.7,51,5.7,3,15,1,0,0,8.7,2.9,4.7,6.4,7.2,6.4
Software Engineer,Manager,5,2.0,Enterprise (5000+),Gaming,On-site,124603,44,6.4,20,4.3,3,4,0,0,0,4.6,6.8,6.3,4.0,5.1,4.0
Product Manager,Mid,20,1.3,Startup (1-50),Cybersecurity,Remote,40000,44,3.6,5,5.4,4,11,1,1,1,3.6,4.9,5.5,2.6,5.2,10.0
Data Scientist,Manager,9,2.5,Small (51-200),Fintech,Remote,106481,49,5.4,25,6.5,0,10,0,0,1,4.5,8.3,5.3,7.0,5.2,8.2
Backend Developer,Principal,3,0.5,Startup (1-50),Consulting,Remote,56074,46,0.1,4,7.8,5,2,1,1,1,7.8,7.9,2.4,3.7,5.0,6.1
Backend Developer,Senior,20,0.2,Enterprise (5000+),Cybersecurity,On-site,40000,41,2.5,40,5.7,1,3,0,0,1,6.9,6.0,3.1,6.4,6.6,3.3
DevOps Engineer,Mid,5,0.8,Large (1001-5000),Fintech,Hybrid,65335,54,3.4,6,5.3,3,3,0,0,1,6.8,8.4,8.4,5.2,6.9,5.4
Backend Developer,Lead,3,0.4,Large (1001-5000),AI / ML Startup,Hybrid,93584,55,5.3,10,6.3,2,9,0,0,1,7.2,9.4,6.2,4.4,7.2,5.1
Product Manager,Mid,16,5.2,Small (51-200),Fintech,Remote,113544,43,3.2,10,6.8,3,18,0,0,0,8.1,4.7,5.0,5.2,7.1,7.4
Data Scientist,Lead,13,4.0,Enterprise (5000+),E-commerce,Remote,185887,45,6.8,28,5.5,5,19,0,0,1,3.5,7.0,3.9,5.0,7.3,3.6
Cybersecurity Engineer,Senior,2,0.5,Startup (1-50),E-commerce,Hybrid,136141,49,2.2,6,6.5,1,13,1,0,1,3.9,4.5,4.3,5.7,5.6,8.6
Frontend Developer,Mid,14,6.8,Mid (201-1000),E-commerce,Hybrid,40000,51,6.4,28,7.8,2,9,1,0,1,3.1,5.9,3.1,4.9,4.8,4.3
Frontend Developer,Principal,1,0.8,Enterprise (5000+),AI / ML Startup,Hybrid,107531,42,5.2,34,6.3,2,14,1,1,1,6.5,3.3,5.0,7.3,7.3,7.6
Software Engineer,Junior,14,0.7,Small (51-200),SaaS / Cloud,Remote,40000,50,3.5,25,6.1,2,8,0,0,1,6.6,6.5,3.2,6.6,5.7,7.5
Backend Developer,Senior,17,2.3,Mid (201-1000),AI / ML Startup,Remote,79002,41,3.0,24,6.6,2,3,1,1,1,2.9,5.9,4.6,6.3,6.1,9.0
Backend Developer,Junior,15,0.4,Small (51-200),Enterprise Software,Remote,44074,43,2.8,15,6.6,0,9,0,0,0,1.6,7.6,6.4,4.0,6.8,6.6
Cybersecurity Engineer,Junior,5,4.8,Mid (201-1000),Fintech,Remote,44424,48,1.4,7,7.4,1,16,0,0,0,5.9,5.5,4.1,6.0,6.4,5.3
Software Engineer,Manager,8,2.0,Large (1001-5000),E-commerce,On-site,50805,48,6.1,11,4.7,1,2,1,1,0,6.4,4.5,5.8,5.7,5.8,7.7
Software Engineer,Senior,10,4.0,Mid (201-1000),Healthcare Tech,On-site,124557,48,4.2,29,4.7,1,11,1,0,0,4.2,3.0,4.3,6.2,7.7,4.8
Full Stack Developer,Senior,4,1.9,Small (51-200),E-commerce,Remote,94819,53,2.3,18,5.2,4,11,0,0,1,5.1,1.8,3.6,4.7,10.0,6.7
Cybersecurity Engineer,Mid,5,4.0,Large (1001-5000),AI / ML Startup,Hybrid,40000,48,4.0,21,5.0,3,8,1,0,1,5.3,5.3,4.6,3.9,7.7,2.7
Frontend Developer,Mid,2,6.9,Large (1001-5000),Fintech,Hybrid,73878,40,1.6,21,7.1,4,19,0,0,1,7.0,4.4,5.8,7.4,8.4,7.6
Backend Developer,Mid,4,1.0,Large (1001-5000),AI / ML Startup,Hybrid,88858,45,1.5,23,6.2,5,19,0,0,1,4.7,7.3,5.5,7.9,7.8,6.5
Software Engineer,Lead,12,4.0,Startup (1-50),SaaS / Cloud,Remote,125392,54,8.3,5,7.3,4,12,1,1,1,2.6,5.6,6.9,4.0,9.5,7.4
Software Engineer,Junior,21,2.5,Mid (201-1000),SaaS / Cloud,On-site,68019,43,1.2,8,7.1,3,12,0,0,1,5.8,8.9,3.2,5.9,3.0,5.6
Cybersecurity Engineer,Manager,6,1.8,Enterprise (5000+),Healthcare Tech,Hybrid,129614,56,7.6,34,5.7,2,0,1,1,1,3.2,5.6,5.6,2.2,5.1,5.1
Data Scientist,Manager,9,0.9,Small (51-200),Enterprise Software,On-site,42466,62,5.2,9,5.1,4,13,0,0,1,3.6,4.8,1.7,4.9,5.0,7.3
Cloud Engineer,Lead,6,1.0,Mid (201-1000),Healthcare Tech,On-site,44017,48,7.3,10,3.9,3,8,1,0,1,8.1,4.9,5.1,8.7,2.0,6.0
Product Manager,Principal,0,3.9,Startup (1-50),Enterprise Software,Remote,113082,51,3.5,4,5.3,7,17,0,0,1,7.9,3.6,8.4,6.1,5.8,6.9
Data Scientist,Mid,13,0.5,Enterprise (5000+),Fintech,Hybrid,40000,46,4.2,50,4.9,0,14,0,0,1,8.4,3.2,6.0,5.8,7.2,8.5
Product Manager,Senior,3,1.7,Large (1001-5000),Social Media / AdTech,Hybrid,99509,46,2.5,23,5.2,1,13,1,1,0,4.5,7.2,4.7,9.0,8.2,6.8
Software Engineer,Junior,15,1.4,Mid (201-1000),AI / ML Startup,Hybrid,44408,44,5.2,20,7.2,1,14,0,0,1,2.3,1.0,4.3,8.4,5.0,6.1
QA Engineer,Manager,21,4.4,Mid (201-1000),E-commerce,Hybrid,114291,48,8.7,8,5.7,2,7,0,0,1,4.8,7.8,4.6,2.4,8.7,4.0
Software Engineer,Mid,0,7.0,Large (1001-5000),SaaS / Cloud,Hybrid,40000,48,4.3,27,7.2,4,15,1,1,0,3.3,4.8,4.8,5.3,5.0,5.5
Product Manager,Principal,6,3.4,Enterprise (5000+),Cybersecurity,On-site,232213,47,5.6,44,5.7,2,13,0,0,0,5.1,4.2,7.0,5.6,6.0,9.9
Product Manager,Senior,13,0.8,Mid (201-1000),Healthcare Tech,Hybrid,46438,42,5.7,9,6.2,3,14,0,0,0,2.8,4.8,5.8,1.9,5.8,6.1
Frontend Developer,Mid,9,1.6,Small (51-200),AI / ML Startup,Remote,97946,44,2.0,18,7.8,3,13,1,0,1,3.1,6.8,8.1,4.5,5.4,6.5
Data Scientist,Mid,10,1.2,Small (51-200),Fintech,Remote,63441,44,6.4,14,4.8,0,4,0,0,0,6.4,4.4,4.5,6.0,6.8,6.4
Frontend Developer,Lead,12,0.8,Startup (1-50),E-commerce,Hybrid,103983,52,8.2,3,6.3,1,18,0,0,1,6.8,7.6,3.1,7.9,3.6,4.8
Software Engineer,Senior,3,1.6,Large (1001-5000),Cybersecurity,Hybrid,88089,44,4.0,17,6.3,3,8,0,0,1,10.0,7.6,6.9,3.9,5.2,6.3
Product Manager,Lead,0,0.1,Enterprise (5000+),E-commerce,Hybrid,51507,56,8.5,27,7.8,2,15,1,0,1,4.3,7.0,5.6,7.5,4.7,5.8
DevOps Engineer,Manager,25,1.0,Small (51-200),Consulting,Hybrid,98437,48,3.1,17,5.4,2,14,0,0,1,8.3,7.2,5.8,3.7,4.3,4.2
DevOps Engineer,Senior,8,8.6,Startup (1-50),SaaS / Cloud,Hybrid,80941,51,5.0,3,6.0,5,11,0,0,1,5.6,6.8,3.1,5.8,2.8,4.9
Frontend Developer,Senior,24,2.7,Enterprise (5000+),Consulting,On-site,79402,48,4.4,36,5.4,3,4,0,0,1,6.8,4.4,7.5,5.8,6.0,7.9
ML Engineer,Principal,16,4.5,Enterprise (5000+),Fintech,Hybrid,210952,54,3.2,46,4.3,2,8,0,0,0,4.6,7.3,5.5,3.2,4.9,3.7
Frontend Developer,Senior,8,1.9,Mid (201-1000),Cybersecurity,On-site,94398,47,6.7,22,7.5,3,19,0,0,1,7.8,6.6,6.7,4.8,3.2,6.7
ML Engineer,Mid,10,0.6,Small (51-200),SaaS / Cloud,On-site,40000,50,2.3,8,4.5,6,21,0,0,1,9.7,10.0,3.8,9.0,10.0,6.1
Full Stack Developer,Junior,20,1.5,Large (1001-5000),SaaS / Cloud,On-site,70434,50,3.9,26,7.4,3,11,0,0,1,5.4,5.0,1.9,8.6,5.1,5.0
Product Manager,Mid,15,1.7,Small (51-200),Healthcare Tech,On-site,98057,49,7.3,20,7.6,1,13,1,0,1,6.8,8.3,8.6,4.7,6.5,4.4
Cloud Engineer,Mid,13,3.7,Mid (201-1000),Social Media / AdTech,Hybrid,119129,44,4.0,21,6.5,5,27,0,0,1,8.8,4.7,8.9,3.9,4.8,4.8
Backend Developer,Junior,7,6.0,Small (51-200),Enterprise Software,Hybrid,67752,48,4.4,27,5.6,0,23,0,0,1,7.5,7.0,6.6,6.5,7.4,2.2
Software Engineer,Senior,8,0.6,Enterprise (5000+),E-commerce,Hybrid,40000,51,3.3,59,6.1,3,16,0,0,0,2.0,4.6,2.8,2.9,9.6,4.8
Data Scientist,Mid,7,4.0,Enterprise (5000+),Cybersecurity,Remote,103842,43,5.2,28,7.2,1,14,0,0,1,8.4,4.6,9.4,4.6,4.4,7.9
Data Scientist,Junior,14,8.3,Mid (201-1000),SaaS / Cloud,On-site,60397,55,4.0,15,8.1,0,7,1,0,1,2.7,7.9,3.2,8.6,7.1,6.3
Frontend Developer,Senior,11,2.6,Startup (1-50),Fintech,Hybrid,47790,44,4.1,6,6.4,6,16,1,0,1,1.0,8.0,6.1,4.8,8.6,4.7
Cloud Engineer,Senior,15,0.1,Mid (201-1000),Healthcare Tech,Hybrid,155774,43,2.2,29,6.2,1,11,1,1,1,6.1,3.4,5.1,1.2,4.7,9.1
Backend Developer,Senior,3,2.5,Mid (201-1000),E-commerce,Hybrid,40000,39,2.9,25,5.8,3,8,0,0,0,1.7,6.1,3.9,6.8,6.2,1.0
DevOps Engineer,Junior,11,0.1,Small (51-200),Healthcare Tech,On-site,40000,40,6.0,29,6.9,1,20,0,0,0,6.4,4.1,3.3,5.0,7.0,6.1
Software Engineer,Mid,14,1.1,Small (51-200),Fintech,On-site,91407,37,4.0,6,7.6,3,7,0,0,1,10.0,1.6,4.4,5.9,4.4,3.6
Frontend Developer,Mid,4,4.3,Large (1001-5000),AI / ML Startup,On-site,40000,49,5.7,17,6.9,0,3,0,0,0,2.6,5.0,5.3,8.7,5.6,6.7
Cloud Engineer,Senior,17,0.1,Mid (201-1000),SaaS / Cloud,Hybrid,122490,38,5.1,24,5.7,3,21,0,0,1,1.0,4.8,6.9,5.6,5.4,6.0
Data Analyst,Mid,10,0.8,Small (51-200),Fintech,Hybrid,71946,45,4.1,23,6.4,5,7,0,0,0,5.0,3.7,6.3,10.0,4.9,2.8
DevOps Engineer,Manager,14,0.1,Mid (201-1000),Consulting,On-site,119517,50,7.0,20,5.2,1,12,1,1,1,4.7,4.8,6.6,9.6,6.4,4.2
Product Manager,Senior,2,0.8,Small (51-200),E-commerce,Hybrid,143162,35,2.8,17,4.0,3,13,0,0,1,8.7,6.5,7.0,3.0,6.5,7.1
Data Analyst,Junior,19,1.8,Enterprise (5000+),Consulting,Remote,44689,47,5.4,23,5.5,5,15,0,0,1,3.6,6.5,3.6,6.5,9.0,4.6
Data Analyst,Lead,7,3.5,Enterprise (5000+),SaaS / Cloud,Remote,42253,56,6.5,22,7.5,4,14,0,0,0,5.7,4.2,3.9,6.2,3.5,4.3
Cloud Engineer,Manager,20,2.2,Large (1001-5000),Enterprise Software,Hybrid,98005,43,9.0,26,6.7,4,7,0,0,1,4.1,3.3,6.2,7.6,9.0,6.7
DevOps Engineer,Lead,12,3.8,Small (51-200),SaaS / Cloud,On-site,41386,51,7.9,7,7.2,0,13,0,0,1,3.0,6.0,7.1,9.4,6.1,5.2
Software Engineer,Lead,2,5.8,Mid (201-1000),SaaS / Cloud,Hybrid,61428,50,5.7,19,6.1,2,5,0,0,1,3.3,4.4,8.7,4.2,3.5,7.6
DevOps Engineer,Junior,9,8.9,Mid (201-1000),Cybersecurity,Hybrid,69349,49,2.1,17,6.3,1,6,0,0,0,8.0,3.2,3.6,3.9,5.9,5.1
Backend Developer,Lead,11,5.1,Large (1001-5000),Gaming,Hybrid,40000,51,7.2,20,7.1,5,8,0,0,1,7.2,6.1,3.2,3.8,6.9,6.8
DevOps Engineer,Senior,10,1.0,Small (51-200),Enterprise Software,Hybrid,87232,48,5.0,12,8.5,5,11,1,0,1,6.6,5.1,10.0,4.3,7.3,7.3
Product Manager,Mid,13,12.5,Startup (1-50),Fintech,Remote,93109,42,4.9,7,6.5,5,9,1,0,0,4.2,6.9,5.4,4.7,6.8,9.4
Data Analyst,Mid,5,0.9,Mid (201-1000),Gaming,Hybrid,82320,39,2.2,15,4.7,5,10,0,0,1,7.0,3.5,5.9,4.5,9.0,4.5
Product Manager,Manager,1,3.4,Large (1001-5000),AI / ML Startup,Remote,141412,41,6.7,7,6.6,3,7,1,0,1,5.1,6.1,8.2,6.0,10.0,3.4
Full Stack Developer,Senior,15,0.1,Startup (1-50),E-commerce,Hybrid,97459,44,2.1,2,8.3,2,18,0,0,1,6.7,6.6,5.9,4.4,5.4,4.9
ML Engineer,Senior,13,2.6,Enterprise (5000+),E-commerce,Remote,125455,43,4.7,42,6.8,1,14,0,0,1,4.8,3.8,5.7,6.3,4.7,9.8
Product Manager,Mid,8,0.6,Mid (201-1000),E-commerce,Hybrid,114738,43,6.0,6,7.9,4,15,0,0,1,8.6,7.8,4.7,5.4,5.6,3.2
Data Analyst,Mid,18,4.0,Mid (201-1000),AI / ML Startup,On-site,83256,45,3.1,23,5.7,2,8,1,0,0,1.5,6.6,2.7,7.1,10.0,9.1
Frontend Developer,Principal,0,1.3,Mid (201-1000),Cybersecurity,Remote,181168,37,6.4,12,6.8,1,18,0,0,1,8.1,4.4,5.6,6.6,5.9,8.3
Full Stack Developer,Manager,9,4.1,Mid (201-1000),Consulting,Remote,189447,48,7.1,15,5.9,5,5,1,0,1,5.6,4.6,5.1,3.1,8.2,5.4
Software Engineer,Mid,14,3.2,Startup (1-50),SaaS / Cloud,Hybrid,94657,46,1.1,5,7.3,2,14,0,0,1,8.4,5.7,6.2,5.0,5.2,8.1
ML Engineer,Mid,6,4.7,Mid (201-1000),Healthcare Tech,Hybrid,107709,45,2.9,14,5.1,1,19,0,0,0,5.8,7.7,4.3,7.0,9.0,6.1
Cloud Engineer,Junior,4,0.2,Mid (201-1000),Consulting,Hybrid,57399,51,1.3,15,6.4,7,7,1,0,1,5.6,7.2,1.7,1.9,6.8,5.4
Software Engineer,Senior,14,1.8,Large (1001-5000),SaaS / Cloud,On-site,86106,44,2.5,29,6.0,5,14,0,0,1,4.9,6.3,6.3,5.9,8.6,3.9
Frontend Developer,Senior,9,0.6,Small (51-200),E-commerce,Remote,116135,45,4.4,8,6.2,0,11,0,0,1,1.0,2.5,7.3,4.8,1.3,9.9
Data Scientist,Manager,14,1.2,Small (51-200),Enterprise Software,On-site,133463,55,6.7,13,7.2,2,8,1,0,1,5.2,4.4,6.6,6.3,4.2,2.8
Data Scientist,Senior,16,5.6,Enterprise (5000+),E-commerce,Remote,96230,44,2.7,26,7.8,5,5,0,0,1,5.3,5.8,1.0,5.5,4.5,7.5
Software Engineer,Mid,3,2.6,Large (1001-5000),AI / ML Startup,Hybrid,78823,45,2.7,12,4.9,3,10,0,0,1,2.1,5.1,5.0,6.4,8.6,4.9
DevOps Engineer,Junior,17,4.5,Mid (201-1000),Consulting,Hybrid,65954,44,3.1,16,5.5,4,10,1,0,1,6.5,4.6,3.5,3.6,6.0,4.2
ML Engineer,Mid,20,1.0,Large (1001-5000),SaaS / Cloud,Hybrid,91612,46,4.0,7,5.9,2,3,0,0,1,6.5,6.3,4.8,7.0,5.7,7.2
Software Engineer,Lead,8,0.1,Enterprise (5000+),Fintech,Hybrid,144053,55,6.1,33,6.5,5,20,1,0,1,3.7,7.5,7.4,5.0,6.8,5.2
Cloud Engineer,Senior,14,6.6,Startup (1-50),AI / ML Startup,Remote,114124,47,4.0,7,6.2,3,8,0,0,0,1.1,3.8,7.4,5.9,7.9,6.0
Software Engineer,Senior,16,1.6,Enterprise (5000+),Healthcare Tech,Remote,40000,53,2.7,29,6.4,4,6,0,0,1,5.7,7.3,4.3,4.2,6.9,5.1
Data Analyst,Principal,2,2.5,Large (1001-5000),E-commerce,Remote,90989,49,4.2,25,6.0,0,13,0,0,1,6.9,7.6,2.7,10.0,5.9,4.3
Frontend Developer,Mid,14,0.2,Enterprise (5000+),Cybersecurity,Remote,40000,38,4.0,22,5.5,4,12,0,0,1,2.9,5.5,2.6,4.8,7.6,6.3
Software Engineer,Senior,13,1.0,Small (51-200),Healthcare Tech,On-site,40000,52,5.3,19,5.9,4,9,0,0,1,5.4,5.9,1.9,9.1,6.4,7.8
ML Engineer,Lead,9,0.8,Startup (1-50),E-commerce,On-site,147027,56,7.3,7,7.2,5,4,0,0,1,6.6,1.1,6.3,7.9,4.3,5.1
Data Scientist,Mid,5,7.9,Small (51-200),Cybersecurity,On-site,40000,46,3.1,25,3.0,4,21,0,0,1,4.1,6.2,4.9,4.1,8.0,5.3
Data Analyst,Senior,6,2.5,Enterprise (5000+),E-commerce,Remote,40000,45,4.2,49,5.2,2,13,0,0,1,6.2,7.2,4.8,3.9,4.9,7.1
DevOps Engineer,Principal,8,0.5,Mid (201-1000),Fintech,Remote,144262,52,1.9,16,6.1,4,11,1,1,1,4.0,6.5,5.1,3.8,7.9,6.9
Cybersecurity Engineer,Lead,11,0.7,Small (51-200),Cybersecurity,Remote,163663,50,7.3,5,5.6,0,12,1,1,0,4.2,5.3,4.6,8.2,6.9,6.8
Data Analyst,Senior,16,6.1,Large (1001-5000),Consulting,Hybrid,91517,44,2.8,16,5.3,2,13,0,0,0,6.2,4.9,4.9,4.0,3.1,3.2
Cloud Engineer,Junior,20,2.5,Small (51-200),E-commerce,On-site,63053,44,4.5,24,5.1,5,11,0,0,0,3.1,8.8,1.0,8.0,8.6,7.9
ML Engineer,Senior,9,1.6,Startup (1-50),Cybersecurity,Hybrid,98902,48,5.0,7,6.4,3,9,1,0,0,5.9,7.1,5.7,5.7,9.3,7.2
Backend Developer,Senior,0,1.2,Mid (201-1000),Enterprise Software,On-site,126087,41,4.4,12,6.3,0,17,0,0,1,3.8,5.3,7.2,5.6,6.7,7.3
Data Scientist,Senior,7,0.6,Startup (1-50),SaaS / Cloud,Hybrid,44686,55,5.2,7,8.2,2,13,0,0,1,4.0,5.2,2.2,6.1,7.6,3.2
ML Engineer,Senior,10,0.1,Small (51-200),E-commerce,Hybrid,40000,39,4.1,20,8.0,4,16,1,1,1,4.5,5.5,5.7,9.6,7.3,5.8
DevOps Engineer,Mid,8,0.5,Enterprise (5000+),E-commerce,Hybrid,120435,48,4.2,23,6.6,4,4,0,0,1,4.4,6.6,3.3,8.0,6.6,2.8
Software Engineer,Junior,6,2.0,Enterprise (5000+),Consulting,Remote,47669,57,3.2,22,6.5,6,15,0,0,1,6.6,6.9,8.6,7.2,3.9,7.2
Backend Developer,Lead,8,1.5,Large (1001-5000),E-commerce,Hybrid,123357,49,7.4,20,4.4,5,18,0,0,1,6.1,7.8,2.5,4.6,6.2,2.8
Cybersecurity Engineer,Senior,0,0.5,Small (51-200),Enterprise Software,Hybrid,89279,50,4.1,29,5.5,3,8,1,1,1,4.5,5.9,4.3,5.9,5.3,6.4
Backend Developer,Senior,21,1.9,Small (51-200),SaaS / Cloud,On-site,42566,45,4.5,6,6.4,4,10,1,0,0,5.4,5.7,1.0,6.8,4.7,5.9
Backend Developer,Mid,8,2.4,Startup (1-50),Fintech,Hybrid,77057,49,3.2,8,7.0,2,26,0,0,1,6.2,5.7,3.4,5.0,5.6,4.9
Cybersecurity Engineer,Principal,12,0.4,Small (51-200),SaaS / Cloud,Hybrid,213904,51,4.6,22,6.6,2,20,0,0,0,7.8,7.2,6.6,5.7,5.9,3.2
Cybersecurity Engineer,Senior,23,8.1,Large (1001-5000),SaaS / Cloud,Remote,113764,42,1.7,6,7.7,4,5,1,1,0,5.0,4.3,5.5,7.3,9.1,7.8
Software Engineer,Manager,9,3.2,Mid (201-1000),E-commerce,Remote,119275,52,5.0,7,7.7,3,13,1,1,0,5.0,1.2,6.1,4.4,6.5,7.4
Software Engineer,Mid,10,3.2,Mid (201-1000),AI / ML Startup,Hybrid,84882,50,2.9,13,7.0,3,9,1,0,1,5.1,4.6,4.2,5.0,6.7,5.4
Product Manager,Junior,13,2.3,Startup (1-50),Healthcare Tech,Remote,40000,58,6.4,5,6.0,5,15,1,0,0,4.4,7.9,3.9,2.1,9.3,7.4
Data Scientist,Junior,17,2.2,Enterprise (5000+),SaaS / Cloud,Remote,40000,38,4.1,58,6.0,2,13,0,0,1,7.8,3.9,4.2,6.2,8.6,6.9
Data Analyst,Senior,13,0.5,Enterprise (5000+),AI / ML Startup,On-site,40000,51,6.0,49,5.6,3,16,0,0,1,8.2,6.0,2.0,8.2,9.3,4.2
